input	output
gajime muterakvqi, sini beye emhun ukame jiu seme takvrahabi.	若不能，尔可孑身潜来等语。
te suwe qahar de ume gelere,	“今尔等勿畏察哈尔。
suksaha emu feye gabtabuha,	腿中箭伤一处。
sini bithei gisun membe fusihvlaha turgunde, karu jabuhangge ere inu,	尔既然来文轻我，我即复文以报之。
ginjeu -i neneme gidaha qouha de, meni gvsa de juleri dosika,	先击败锦州兵时，先于骑兵进击。
foloho umiyesun de aisin ijume emke, suje sunja, moqin samsu orin buhe,	镀金镂花腰带一及缎五、毛青布二十；
fujiyang de houxan emu minggan juwe tanggv, honin emke, arki ilan malu bumbi,	副将赐纸一千二百张、羊一只、酒三瓶，
gurun -i efu ejei be hoxoi qin wang,	固伦额驸额哲依为和硕亲王、
hv jiyo juwan to, janquhvn usiha juwan to, amba soro juwan to, be g’o juwan to, kataha hasi susai ulqin, taimpa -i yali juwan ulqin,	胡椒十斗、栗子十斗、大枣十斗、白果十斗、茄干五十串、螺蛳肉十串、
xanggiyan morin aniya aniya biyade ejehe jafu buhe dangse.	庚午年正月颁赐敕书、札付档。
unqehen de dosifi morin tanggv isime baha,	我军追击其后，获马百匹，
iqe uyun qi han, geren beise, ambasa gemu abka weqembi seme beyebe bolgomiha.	自初九日始，汗与诸贝勒大臣皆斋戒祭天。
turgei gvsai duxa, han -i hoton -i amala hvng i pou ganame genefi, emu tanggv qouha be gidafi tofohon morin baha,	图尔格依旗下杜沙往京北取红衣炮，败敌兵一百，获马十五。
tere bithei turgunde han hendume,	因其上书，汗曰：
abka jing membe gosime wehiyeme aisilambi,	天常悯恤扶助我等，
orin ningguqi debtelin wesihun erdemungge -i suqungga aniya uyun biya	第二十六册崇德元年九月
mini gvnihangge, suwembe emke dere aqafi, abka na de akdulame gashvfi, gvniha gisun be gisureki seme jiu sehe,	我之意，面见尔之一人，盟誓天地，倾吐衷曲，故请前来也。
jai xurdeme heqen de mejige gaiqi, qouha ajige ajige nonggimbi sembi,	侦探环城消息，闻其兵略有增加等语。
ere be baiqahakv turgunde, jalan -i ejen borxan de tuhere an -i weile, laiju, kangkalai de tuhere an -i weile gaimbi,	将失察之甲喇额真博尔善、赖珠、康喀赖一并照例罚赎。
ere be waqi, jai bithe wesimburakv kai seme tafulaqi, ohakv, hafasa faitarame waha.	若杀此人，则再无上书者矣。”众官不从，刻而杀之。
aqame wajifi qeni sarin -i doroi gajiha arki yali be han de angga isibuha,	见毕以筵宴礼，将其所携酒肉献汗尝。
aisin ijuha menggun -i tampin juwe, aisin ijuha menggun -i jakvn enduri hvntahan juwe, bai menggun -i hvntahan duin.	镀金银壶二、镀金八仙银杯二、素银杯四。
han amha de dorolohakv turgunde mimbe wasibuha,	因失礼于汗岳父，故见疏。
bi ya niyalmai sain hehe be durime gaihau,	曾见我夺人美妇乎，
jambala de undurakv emke, ninggun suje, moqin boso orin, emu tuktuma uksin, foloho enggemu emke, jebele emke, umiyesun emke,	扎木巴拉龙缎一、缎六、毛青布及布二十、暗甲一、雕鞍一、撒袋一、腰带一；
meni qouha duleke aniya juwan biyai orin nadan de, lung jing guwan, dai an keu sere juwe duka be dosika,	去年十月二十七日，我军进入龙井关、大安口两门，
xanggiyan morin aniya nadan biyai iqe sunja de, si’ge, uge -i takvrafi unggihe amji -i jui ahvn liu hing pei, emu qiyanzung juwe kutule isinjimbi seme medege alanjire jakade,	庚午年七月初五日来报，四哥、五哥遣其伯父之子堂兄刘兴沛、千总一人及跟役二人前来。
irjam mergen de unggihengge, foloho enggemu n hadala de aisin ijume emke, foloho jebele dashvwan de aisin ijume emke, beri emke, elqin de suje emke, moqin samsu jakvn buhe.	转赐伊尔扎木墨尔根镀金雕鞍辔一、镀金镂花撒袋弓套一、弓一，赐使臣缎一、毛青布八。
juwan emuqi dobton taizung hvangdi -i wesihun erdemungge -i suqungga aniya aniya biyaqi ilan biyade isinahabi	第十一函太宗皇帝崇德元年正月至三月
aqaki seqi, aqara be lashala,	欲和则竟言和，
jai nikan -i elqin, manju de ainu genembi, qende jiu seme, juwe jergi bithe jafafi jihe bihe,	又称明国曾两次遣使致书曰，为何去往满洲，宜归附明国等语。
yali de ambula dousi, neneme emgeri xi fang si’ de tarhvn bigan -i ulgiyan wafi benjihekv jekengge, tereqi geli dousi biu,	又，尔甚贪肉，前于十方寺杀肥野猪，不进而食，贪婪更有甚于此者乎。
ereqi amasi yaka niyalma suwembe gelebume faquhvn gisun gisureqi, suwe ume olhoro,	嗣后，凡有恐吓惑众之言，尔等勿得惊惧，
han, geren beise geli sain mujilen -i waliyaqi ojoro be waliya,	汗及诸贝勒等仍持善心，可弃者弃之，
doko juwete, ijifun merhe duite, hiyase emte, dambagu tofohoto kiyan, neqin foloho nadan sara -i jebele de niru sisihai emte, weihe emte juru,	衣里二、梳篦四、匣子一、烟十五刀、平雕钉七个饰件插箭撒袋一、角一对、
hailun duin minggan nadan tanggv uyunju ilan, dobihi duin tanggv uyunju sunja, tasha nadanju uyun, yarha uyun, keibisu juwe tanggv nadan, fulgiyan jafu susai.	水獭皮四千七百九十三、狐狸皮四百九十五、虎皮七十九，豹皮九、毛毯二百七、红毡五十。
juwan jakvn de, daiming gurun -i qouha giyang ni bira be doufi, giyan qang be suqunjimbi sere mejige be donjifi unggihe uxan, gisha, loki isinjiha,	十八日，先是，得悉明兵渡江来犯碱厂，命吴善、季思哈、罗奇往援之，至是还。
han -i unggihe bithei dubede, genehe amban anggai gisure sehebi,	书尾云，令所去大臣口传等语，
aisin -i foloho jebele de beri niru sisihai, foloho loho emke,	金雕花撒袋弓矢、雕花腰刀一、
fung xun -i zung bing guwan, musei juwe niyalma be gamame k’ai ping de genefi, douli -i emgi hebexefi, neneme jihe juwe xeubei be takvraki serede, dergiqi bithe jifi nakahabi,	丰润总兵官，携我二人往开平，与道员商议，欲遣先来之守备二人前来，因上有来书而止之。
juwe biyai iqe uyun de, nikan han de unggihe bithei gisun,	二月初九日，遗书明帝曰：
sure han -i wasimbuha bithei karu,	“谨回复天聪汗颁降之书。
julergi dere de tataha kubuhe xanggiyan, unege baksi, gulu lamun, kubuhe lamun,	营于城南之镶白旗、乌讷格巴克什、正蓝旗、镶蓝旗、
ginjeu -i yafahan -i qouha de, yangguri efu -i emgi juleri dosika seme emu morin buhe,	念其与杨古利额驸倡先进击锦州步兵，赐马一。
dehi uyuqi debtelin sure han -i ningguqi aniya juwe biya	第四十九册天聪六年二月
terei sirame aru -i monggo -i elqin aqaha,	次阿鲁部蒙古使臣拜见。
daqi minde bihekv biheu,	昔尔等不在我处乎。
damu bithe kouli be jafafi qouha irgen -i joboro suilara be bodorakv oqi, ejen be untuhuri obure qouha irgen be efulere jalingga buya niyalma kai,	拘泥篇章，不知军民疾苦，则实乃上辜君主、下负军民之奸俵小人也。
juwan ba -i dubede fudere doroi juwe ihan nadan honin wafi, urehe taijisa ambasa genefi sarilaha,	命熟识之台吉大臣等送至十里外，宰牛二、羊七，宴之。
kvniyakda ini emgi gamaha orin duin haha be gemu wahabi,	于是，库尼雅克达将所携虎尔哈男丁二十四人尽杀之。
muse de dahaha irgen be umai neqirakv werifi jiqi sain,	其降我之民，秋毫勿犯，留彼而回为善。
dusg’ar de emu dobihi dahv, juwe suje, dehi moqin,	赐杜斯格尔狐皮端罩一、缎二、毛青布四十；
jang hvng mo de duin ihan, jakvnju honin, meng fujiyang, ding fujiyang, yang fujiyang, ere ilan hafan de ilata ihan, ninjute honin buhe,	张洪谟牛四、羊八十；孟副将、丁副将、杨副将三员，各牛三、羊六十，
han hendume, beile gisun gaihakv seme beile be dahame jiqi, beile dain -i gurun de ubaxame geneqi, suwe geli emgi dahame genembiu,	汗曰：“贝勒不从，即随贝勒来，贝勒若叛投敌国，尔等亦随之去乎。
uttu henduqi, geli jiderakv oqi, suweni aja, sargan, deu, juse be emke funqeburakv gemu wambi,	若如此言之，仍不来归，则尔等之母及妻子兄弟，无一留存，尽行诛之。
tere hoihan de, han sunja jeren waha,	此围也，汗殖黄羊五。
ere be julge dain akv taifin -i fonde, sunja yan duin yan de mujanggai gequheri bahambihe,	昔太平时，以银五两四两即可易得蟒缎。
bi gaiqi miningge oho,	我取之，即为我所有。
han -i xajin be jurqehengge,	有违汗之禁约。
inenggi xun biqi, abka na de hengkileme dorolome aqara bihe,	“若是白昼，宜拜天地成礼，
deu darhan baturu beile -i jui sundai gege be bufi, zung bing guwan -i hergen obufi,	以弟达尔汉巴图鲁贝勒之女孙岱格格妻之，授为总兵官，
juwan jakvqi debtelin sure han -i ilaqi aniya juwan biyaqi omxon biyade isinahabi	第十八册天聪三年十月至十一月
xi fujiyang de unggihe bithe,	致石副将书曰：
dalingho -i hafasa jergi wesibufi ejehe buhe doroi ilan jergi niyakvrafi uyun jergi hengkilehe,	大凌河各官以升级赐敕礼，行三跪九叩礼。
ere be suwe absi guribuhe seme ombi,	尔等岂可诡称迁徙耶。”
iui zi jang tai, ma giya hv tai, qen hing pu tai, ere ilan tai be pou sindame gaiha,	以炮攻于子章台、马家湖、陈兴堡三台，克之。
juwan ninggun de, aru -i elqin jihe.	十六日，阿鲁部使臣来朝。
iqe juwe de, be du tang ni zung ting iui be fu ning hiyan de medege gaisu seme takvraha,	初二日，遣白都堂属下人宗廷玉往抚宁县探取消息。
weile bahafi efujehe,	获罪革之。
ukxan nakqu de orin kiyan dambaku, kijimi emu bouse,	乌克善舅舅烟二十刀、海参一包，
sini ahvn be buqehe seme mini gasaha,	“前传尔兄已死，我心恻然。
heqen -i tulergi de, yafahan qouha tumen funqeme sejen kalka pou miyouqan faidafi ilihabi,	时明步兵万余，列车盾枪炮于城外，
kubuhe suwayan -i lii ming be wesibufi beiguwan obuha,	擢镶黄旗李明为备御。
ishunde genggiyeken weile be jai ume kenehunjere,	相互明白之事，无需再疑之也。
fudere doroi han -i boude dosimbufi, juwe honin wafi juwan dere dasafi sarilaha.	以送行礼，召入汗家，杀羊二，列筵十席，宴之。
iqe jakvn de, abatai taiji be weile araha,	初八日，治阿巴泰台吉罪。
asan fujiyang, yangxan, lungsi, emu gvsai bayarai amban emte, emu kirui juwete bayara, karaqin -i dai darhan -i qouha juwe tanggv, sirantu -i qouha emu minggan be unggihe.	遂遣副将阿山、杨善、龙什率每旗护军营大臣一员、每小旗护军二人并喀喇沁部岱达尔汉之兵二百、西兰图之兵一千往击。
urat -i sereng, hara qerik -i g’arma, korqin -i lamashi, mujai, amba sanggarjai, mujang,	乌拉特部塞冷、哈喇车里克部之嘎尔玛，科尔沁部拉玛斯希、穆寨、大桑阿尔斋、穆章等
han de dere tukiyefi yali angga isika manggi, amin beile tehe baqi ilifi aisin -i hvntahan de arki tebufi, han de niyakvrame hvntahan buhe,	设案进肉，请汗先食。贝勒阿敏自座起立，即以金卮酌酒，跪献汗，
emu ihan xangnaha,	赏一牛。
mangsur untuhun nirui janggin,	莽苏尔无官衔而掌牛录章京任；
enduringge han te julgei adali akv,	且今非昔比，
emu inenggi tesure be bairakv, elheken -i gamame ohode, meni gurun -i hvdai niyalma unun fiyana -i bulun de heru hadaha gese isinambi kai,	不求一日之足，从容为之，则我国商贾接踵而至也。
sanggarjai taiji de emu morin de foloho enggemu hadala tohohoi, foloho jebele de beri niru sisihai, emu foloho umiyesun, emu foloho loho,	桑阿尔斋台吉雕鞍辔马一、插有弓箭雕花撒袋、镂花腰带一、镂花腰刀一、
jiderakvqi jeku akv ai jembi,	不来则无粮，以何为食。
durben keuket -i qinuwa de juwe morin, emu temen, bujai de emu morin, dalai buyantu de juwe morin, emu temen, haise baturu, bambuhai de emu morin,	四子部齐努瓦马二、驼一，布塞马一，达赖布颜图马二、驼一，海色巴图鲁、巴木布海各马一；
gulu lamun -i cui iugi be ni gidaha turgun,	正蓝旗崔游击叙功缘由：
ere ukanju be fargame genefi hetu uqarafi bahangge, kamnigan -i gvsin sunja bou, niyalma emu tanggv juwan, morin ilan tanggv sunja,	往追该项逃人后，复路遇而获者：喀木尼干之人三十五家，人一百一十名，马三百有五；
te nekeliyen jaka be tuktan gajiha doroi benerengge,	今备薄物，照初和之礼送往。
gurun -i monggo beise -i sargata, monggo hehesi, tuweri juwari gemu ojin teleri etu,	“国中蒙古诸贝勒之妻及蒙古妇女，冬夏俱服捏褶女朝褂及捏褶女朝衣。
wan halai juwe niyalma be ume wara,	勿杀万姓二人，亦
menggei untuhun nirui janggin,	孟格依无官衔而掌牛录章京任。
juwe gurun doro aqafi ishunde hvda hvdaxarakv oqi, aldangga gese seme be hvdaxaki sehe,	“两国既和好，若不互相贸易，似乎疏远，故有开市之议也。
weile alime gaijarakvqi, ujen weile arambi sehe manggi, abatai taiji hendume,	若不领罪，则必治以重罪也。”台吉阿巴泰曰：
ma fujiyang ni juwe qiyanzung,	马副将下千总二员、
orin uyun de, xuwang xu pu qi jurafi g’au kiyou de deduhe,	二十九日，自双树堡启行，至高桥驻营。
bi te tuqirakv,	今后我不再赴宴。
inenggi oqi sindafi ulebu,	昼则宜牧放，
gurun be gemu baha,	悉获其部众。
wang lama meni juwe nofi ubade turgun be tuwame sume gisureme weile ufararakv,	王喇嘛我二人，据情解释，不致误事。
tere fonde, dergi han, hv bu hergen -i amban be, tun de qiyanliyang bonggime unggifi, quwan be tiyei xan alin de goqifi bisire de,	彼时，皇上遣户部大臣送钱粮至岛，并将所乘船只撤回铁山时。
iqe juwe de, alai darhan, mouminggan -i ukaka be amqame genefi,	初二日，阿赖达尔汉往追茂明安部逃人，
juwan de, aru -i irjam mergen taiji -i elqin genehe,	初十日，阿鲁部伊尔扎木墨尔根台吉之使臣还，
gahaxan hashv ahvn be waha seme, solho gaxan -i xanqin be gaijara de, han genehe bihe,	以兄嘎哈善哈斯胡被杀，随汗往攻朝鲜村寨。
jai ginjeu, sung xan, hing xan, ta xan, ning yuwan de moringga qouha juwete ilata tanggv, yafahan qouha emte juwete minggan bi sere,	再闻，锦州、松山、杏山、塔山、宁远等处，各有马兵二三百、步兵一二千等语。
esei bahafi gajiha hahai ton emu tanggv tofohon, hehe emu tanggv dehi, ajige juse susai nadan, uheri anggalai ton, ilan tanggv juwan juwe,	获男丁一百一十五名、妇女一百四十口、孩童五十七口，共人口三百一十二；
tere inenggi, jarut -i jirgalang taiji, juwan duin guqu be gaifi, emu temen, sunja morin, dorji taiji, juwe morin gajime han de hengkileme jidere doroi gajiha.	是日，扎鲁特部济尔哈朗台吉率从者十四人，携驼一、马五，多尔济台吉携马二，前来朝见。
sini dousi oshon, ere ilan,	尔之贪鄙如此，三也。
wang zi deng jidere fonde boude bithe arafi werihe bihe,	王子登来时，曾具书留家，
boihon -i araha miyou,	活像土庙。
yehe meni juwe gurun weile tuqifi, yehe waka, be uru, daiming wan lii han sidende tondo -i beiderakv,	及我与叶赫构兵，彼曲我直，然明万历帝不以公道评判，
hv bu hafan be dahaha fejergi niyalma ini hv bu de juwan fun -i kenehunjebume, tanggv haqin -i alame,	户部官属下人十分怀疑，屡告其户部曰：
obondoi duka de juwe biya pou sindaha,	鄂本堆攻门，放炮两月之久。
bi neneme urgedeqi, abka urunakv mimbe wakalakini,	我先负约，天必谴我，
orin ilan de, mafuta, loki de emu gvsai emte amban, emu nirui emte niyalma be afabufi, doroi baturu giyvn wang, doroi bayan beile -i qouha be okdofi, liyoha bira be quwan -i doubu seme unggihe.	二十三日，命马富塔、罗奇率每旗大臣一员、每牛录人一名，往辽河备船，以迎多罗武英郡王、多罗饶余贝勒军渡河。
erei alanjiha medege, jang giya keu -i duka de nikan hvda tuqibufi musei emgi hvda hvdaxaha seme alanjiha.	明遣人携货来张家口边门与我贸易等语。
meni muterei teile tafulaha,	我等曾力谏，
iqe duin de, kuwan diyan iui anggai hoton -i xeubei wang sun jang de iugi jafu buhe,	初四日，宽甸峪口城守备王孙章授为游击，给与札付。
babung tusiyetu de yaqin gequheri emke, juwe suje, moqin samsu orin, foloho enggemu emke, uksin emke, umiyesun emke,	赐巴琫土谢图元青蟒缎一、缎二、毛青布二十、雕鞍一、甲一、腰带一，
jai ibefi han de niyakvrafi hengkilefi tebeliyeme aqaha,	复至汗前跪拜抱见之，
usitei safi ilanggeri yordohobi,	吴希特依得知，以矢射三次。
nadan biyade enduringge han genefi, miyou tome ihan honin wame weqembi,	七月，圣汗亲往各庙，刑牛羊致祭；
juwe yendahvn jafunuha ambula ofi, xadafi boude isinjirakv oho manggi,	时二犬与厉鬼斗困，不能随行。
meni gvnin be seuleqi ombidere,	请深思我之意见。
seter, minde juwe sargan bi, gaijarakv seme marara niyalma de, murime ergeleme bume wajifi, sarin gajiha manggi, han be solinjiha bihe,	色特尔辞以已娶二妻，阿敏贝勒强与之。及设宴时，始来请汗。
minggui nirui janggin,	明贵系牛录章京，
ubaqi genere ilan ukanju, qargi qi jihe jakvn niyalma, uheri juwan emu niyalma baha,	获由此遁逃之人三名、由彼前来之人八名。共获十一人，
gurun -i dubede isinafi feksiqi, dahaha niyalma be ume wara,	若至边境纵掠，勿杀降人，
wandan juwe tanggv, maji susai, ajige ayusi dehi, asut emu tanggv jakvnju, yebxu gvsin, dolokan kuriye dehi sunja, baihvndai gvsin,	万丹兵二百、马济兵五十、小阿玉喜兵四十、阿苏特兵一百八十、叶布舒兵三十、多洛坎库列兵四十五、拜珲岱兵三十、
doroi beile, gurun -i gege be uqaraqi, doroi beile jugvn anabume yabu,	多罗贝勒遇固伦格格，多罗贝勒让路而行。
orin nadan morin baha,	获马二十七。
ilden de xangnaha turgun,	赏伊勒登缘由：
furdan, dade iugi bihe,	傅尔丹，原系游击，
wang zi deng, si dade sele urebure be boxoro wei guwan bihe,	“王子登，尔原系监督冶铁之卫官。
tereqi ilduqi beile eigen sargan tuqifi daiqing dukai tule tefi, ini gajiha seke -i hayaha jibqa emke, ojin teleri emu juru, seke -i dahv ninggun, emu temen, juwan nadan morin jafaha bihe,	于是，伊勒都齐贝勒夫妇出，坐于大清门外，献所携貂镶皮袄一、捏褶女朝褂并朝衣一袭、貂皮端罩六、驼一、马十七。
juwan uyun de, han hendume, qouhai niyalma bele wajihabi, abalaki seme abalaha,	十九日，汗曰：“军中粮尽，可以打猎。”遂令行围，
jai liyoudung ni ba, irgen be gaji serengge, suwe dain be qihalafi mimbe jortai jili banjikini seme hendurengge,	又云退还辽东疆土人众等语，是尔仍愿兵戈，有意激怒我。
wesihun sejen de tere gegese oqibe, hafasai sargata oqibe, joriha jergi sejen de terakv, fejergi sejen de tefi niyalma jailabure, ebuhekv seme gisurere oqi, inde amasi weile,	无论乘上等车之格格或官员之妻等，若不乘所适品级之车舆而乘次等车舆，反言人不避不下，则反坐其罪。
han, beise be imbe sain -i tuwahakv,	汗及诸贝勒待之不善，
suweni ere golo golo -i beise -i sain ehe be qouha bederehe manggi gisureki,	至尔各部诸贝勒之善恶，俟班师后再议。
juwan uyun de, aba abalaha,	十九日，行猎，
orin juwe de, gulu suwayan -i qoshi, tarni, gulu xanggiyan -i gurushib, ere ilan taiji de jakvta suje, dehite moqin buhe.	二十二日，赐正黄旗绰斯喜、塔尔尼及正白旗古鲁斯喜布三台吉各缎八、毛青布四十。
abka jing forgoxome hvwangdi be efulefi bai niyalma obuhabi,	时运调转，有皇帝而废为匹夫者，
minggan beile -i ukanju be fargafi jakvnju ilan niyalma, tofohon morin be gemu baha,	又追明安贝勒属下逃人八十三名，马十五匹，尽获之。
iqe jakvn de, sahaliyen beile -i nimeku ujelehe manggi,	初八日，萨哈廉贝勒病亟，
yaya jurgan -i ashan -i amban, bithei yamun -i da, mujilen bahabukv, qouha yabure tuleri yaya baita de takvrara oqi,	各部参政、文馆首领、启心郎，凡出兵或受命外出，
fudeme dahai, kvrqan, sonin genehe bihe,	遣达海、库尔禅、索尼送之去。
tebqiqi mangga be tebqifi bu,	难忍者忍之。
tala de afaqibe, hoton de afaqibe, minde teng sere gvnin bi,	无论野战攻城，我意已定。
emu morin juwan yan menggun xangnaha.	赏马一匹、银十两。”
meni qouha ubade enteheme tefi irgen be ujifi amba weile mutebuki sere be suwe ulhirakv,	我兵永驻此处，意在养民，以成大业。尔等不知此意，
dashvwan galai qouha be gaifi buksiha bade, nikan -i qouha buksiha be sarkv,	彼即率左翼兵设伏，明军不知，
erei terei donjiqi, iqe juwe de uju fusiha sembi,	据传已于初二日剃发等语。
tuttu be dahame bi bodoqi, aqara weile juwan ubu de nadan ubu mangga,	臣故思和事之难，十居其七。
tere fonde, suweni nikan mende dahakv,	彼时，尔明国未曾援我。
tobok dalai eigen sargan de menggun emu tanggv susai yan, hvrha seke -i dahv emke,	托博克达赖夫妇银一百五十两、虎尔哈貂皮端罩一；
juwe tanggv dehi sunja niyalma feye bahabi.	被伤二百四十五人。
han gaihakv bederebuhe.	汗不纳，悉却之。
han, juwe amba beile, bayara pou -i qouha be gaifi, juleri gi jeu -i hoton be tuwanjime jidere de,	汗率两大贝勒、护军及炮兵，往观蓟州城情形时。
tulergi gvwa baqi jihe qouha -i uksin agvra be gemu gaifi, untuhun beye be meni meni boude gene seme sindafi unggihe.	其外来兵，尽收其军器，只身放还原籍。
qihakv be ume bure,	不愿则勿与。
dolo dosifi qouha akv untuhun heqen be gaimbi dere.	唯当深入内地，取其无兵之空城可也。”
juwan juwe uju, dade tongki fuka akv,	十二字头，原无圈点，
akdaqi ojorakv sini arga,	尔之诈不可信，
daqi tenteke jurgan minde aqarakv,	“如此行礼，素不合我意。
tuhere an -i tantambi,	仍照例鞭责。
yaya weile be gisurerakv, qohome emu gungge fe dalaha amban be unggifi, hvturingga munggan de weqembi,	不奏事，特遣勋旧首辅大臣一员往福陵致祭，
suweni orhoda baime jifi famaha ilan niyalma be bahafi, gashvhai ebele jihengge seme ere fonji unggihe,	尔方有三人来我处采参，因其迷路，为我所得，因系盟誓后来此，业已送回。
suweni qouha etehe biqi, membe suwe tere gese ujimbiheu,	尔兵若胜，能如此优养我之人乎。
sinagan -i doroi houxan emu tumen, suhe emu minggan deijime, ihan siname aliyame unggihe.	按丧例往焚纸约一万张、纸锞一千，杀牛祭之。
dehi ninggun morin baha,	获马四十六。
orin de, sain inenggi seme gurun -i efu ejei, gurun -i gungju genere de, enduringge han fudeme morin erinde na -i tukiyehe duka be tuqifi, songko tuqibume juwan ba -i dubede genefi, honin erinde amasi bederehe.	二十日，吉日，固伦额驸额哲依及固伦公主将还，圣汗亲往送行，于午刻出地载门，探路至十里外，未刻还宫。
tere dobori yoto beile, mergen daiqing beile, houge beile, ere ilan beile -i baru gasame hendume,	是夜，汗向岳托、墨尔根戴青及豪格等三贝勒叹曰：
orin uyun de, asan -i deu adahai -i hergen be efulehe turgun,	二十九日，阿山之弟阿达海被革职缘由：
sini unggihe bithe de weile mutehe manggi, abka de juwe xun akv serakv ohode kesi sehebi,	尔书中云，事成之后，不言天无二日，则幸甚也等语。
bai niyalma de emte tanggv susaita yan buhe,	非执事者，各赏银一百五十两；
ishunde sain ishunde ehe,	善恶相交，
urut -i unggadai, mouminggan -i kenjege, ere juwe gajarqi de emte morin buhe,	厄鲁特部翁阿岱、茂明安部肯哲格二向导各马一。
yeqen, yasun, sihan, aituwan, munggan, louhan, samhana, nadan niyalma be i jeu -i heqen be hvlhame tafafi gaiha seme, yeqen iugi be wesibufi canjiyang obuha,	叶臣、雅孙、锡翰、艾团、孟安、劳汉、萨木哈纳七人，以潜登义州城克之，升叶臣游击为参将，
bi jing onqodome gosime ujiqi, minde elemangga hvturi ombi,	我宽以待之，则足以召福耳。
bi, abkai hesei irgen be ergembume, qouha gaifi julesi jihe,	我承天命，欲安生民，兴师前来，
sini bekilehe xanaha, gi jeu be, mini qouha be jobobume ainu afambi,	且夫山海关、蓟州防守坚固，徒劳我师，攻之何为。
dalingho hoton -i tuqike qouha de afafi akvha seme deu othon be beiguwan siraha.	战大凌河城出城之兵时阵亡。以其弟鄂特浑袭备御职。
tere sarin de dalai qvhur jihe bihe,	达赖楚呼尔入此宴。
ineku tere inenggi, tunggatu nirui monggo hotoi, nikan de ukame genefi, duiqi aniya amasi ilan morin gajime ukame jidere de, emu morin jugvn de buqehebi,	是日，佟阿图牛录下蒙古人和托依曾逃往明地，第四年携三马逃回时，途中倒毙一匹，
qen ci’ sin, dade hv bu bihe,	“陈慈新，尔原系户部。
aikabade pi dou, wesihun gurun de gemu emu adali hvda salibuqi, hvdai niyalma we ulame hvdaxanjimbi,	若与皮岛及贵国贸易，其价划一，则商人孰肯转贩耶。
tere tai -i da de sejen kalka faidafi, hvng i pou, amba jiyanggiyvn be, hoton -i julergi dere be sindaha,	遂列车盾于其台下，以红衣炮、大将军炮攻城之南面，
qe de araha gisun,	册文曰：
ere be meni hendure anggala, amba niyalma sini sarkv aibi,	此毋庸我言，大人岂能不知。
aiduri de majan, tunqi, wang ni goqika bayara, beisei guquse be afabufi, qang ping ni sung iugi -i moringga yafahan -i emu kuren -i qouha be gidaha,	命艾都里率马占、屯齐及王之近前护军并诸贝勒下僚属，击败昌平宋游击下马步兵一队。
tere gaxan be youni baha,	尽取之，
enduringge han, gvwa -i weile be gemu waliyaha,	圣汗命免他人之罪，
tere yamji tusiyetu han de emu beri buhe.	是夜，赐土谢图汗弓一。
muse amba gurun be dailafi ai sain jaka bahafi gamambi,	“我等征讨大国，携何美物还，
julergi gvsin ba -i dubede ping xan -i heqen bi sere,	闻此前行三十里有平山城，
qahar gurun youni bisire de, gurun -i efujere arbun be safi, juse sargan be gajime yaya qi neneme ukame jihe seme ilaqi jergi amban janggin obuha,	当察哈尔部尚存时，知其部将败亡之势，携妻孥率先来归，故授为三等昂邦章京，
indahvqi be zun hvwa hoton de afafi buqehe seme beiguwan -i hergen buhe.	音达胡齐，因攻遵化城阵亡，追授备御职。
jai solho -i wang de unggire bithe de, i jeu de meni qouha terengge, mau wen lung be tuwakiyame tembi,	再致朝鲜王书，言我兵之所以驻义州，乃为看守毛文龙耳。
jang qvn hendume,	张春曰：
tantai gvsai xungningga nirui huniu juleri tafaka,	时谭泰旗舒宁阿牛录下胡纽先登。
ping r’ang ni bade yafahan morin -i emu minggan qouha tosofi, kvrqan be kame jidere de, kvrqan ini guqu sebe bargiyame ilibufi, gemu uksin etubufi, tereqi kame jidere qouhai julergi be nukqime tuqifi boui baru jidere de, tere qouha songkoi amqame boxombi,	平壤地方，有马步兵千人来截库尔禅。时库尔禅集众友，命披甲突围而出，其兵蹑踪而追。
yuwan du tang ni qouhai emgi afaha de, monggoso -i afaha burulaha weile be beideme tehede, han, beise -i baru hendume,	会审同袁都堂兵交战时蒙古等败走一案。汗谕诸贝勒曰：
silun ilan, silun -i sijigiyan emke, dobihi juwe, hailun juwan uyun, lekerhi juwe, jai sunja farsi,	猞猁狲皮三，猞猁狲皮袍一，狐皮二，水獭皮十九，海獭皮二又五块，
taijisa hvlhaha oqi, amji eshen de duileme fonji,	诸台吉行窃，审问其伯叔，
tere inenggi, han juwe honin wafi monggoi, minggandari, sereng, g’arma taiji, sanggarjai, ajinda, sanjin, bandi, labashi, ere uyun niyalma be boude dosimbufi sarilaha.	是日，汗杀二羊，召蒙贵、明安达里、色棱、嘎尔玛台吉、桑阿尔斋、阿津达、善津、班第、拉巴斯喜等九人入行幄，宴之。
hvsi juwan ninggun haha -i lou be tuwakiyame, jai emu lou -i nukqike dehi haha be amqahakvbi,	时胡西看守囚男丁十六人之狱，未追越狱男丁四十人。
liyoudung be kadalara bu yuwan -i bithe, han de unggihe.	袁崇焕书曰：“辽东提督部院致书于汗：
hoxotu efu, darhan efu, gusantai efu, kakduri, ere duin amban be unggime henduhe gisun,	遂遣和硕图额驸、达尔汉额驸、顾三泰额驸、喀克都里四大臣传谕曰：
tuttu akvqi, baibi ainu faquhvn gvnin be nakarakv sehe.	否则，彼思乱不已也。”
dadai subargan de deduhe,	宿于达岱塔。
