input	output
hafasa de haha holbofi alban waliyaha seme, geren hafasa genggiyen elhe bou -i hvwa de dosifi, enduringge han de ilan jergi niyakvrafi uyun jergi hengkilehe.	各员，均连丁免徭。至是，众官员入清宁宫院内谢恩，行三跪九叩礼。
sain niyalma be beise qi faksalafi bi dahabuhau,	或见有贤能之人即令彼离其贝勒而从我乎。
aqaha doro be nikan geli efulerahv seme nikan be tuwakiyame tehebi dere,	诚恐明人又败我和好，故留兵防明耳。
fusihvn wesihun oburengge, gemu abkai qiha kai,	或贵或贱，皆天意也。
amasi isinjiha manggi, sini emgi genehe emu getuken amban be mejige alanjime unggi,	着梅勒章京李世忠、满洲大臣四员、蒙古大臣一员守城，
jai gvsai beise se, geren ambasa be jergi bodome gemu iqi ergi de tebufi qai omibuha,	诸固山贝子、众大臣俱依次坐右侧，赐茶。
han -i galai aisin -i hvntahan de arki bufi, sunja suje xangnaha,	汗亲以金卮赐酒，赏缎五。
ishun aniya niyaneiha tuqire onggolo, qahar de qouha fideme tuqimbi,	勿劳其余众骗马之力。
ere duin weile -i turgunde gvsai ejen nakabuha, hafan efulehe, ninggun tanggv yan -i weile gaiha, olji gaiha.	以此四罪，罢固山额真任，革其职，罚银六百两，夺其俘获。
niyalmai mujilen de inu aqarakv,	若变脸以恶言报我，必遭天谴，
yali de ambula dousi, neneme emgeri xi fang si’ de tarhvn bigan -i ulgiyan wafi benjihekv jekengge, tereqi geli dousi biu,	又，尔甚贪肉，前于十方寺杀肥野猪，不进而食，贪婪更有甚于此者乎。
bithe de henduhe gisun,	书云：
dashvwan ergi jarut -i baha olji, niyalma ilan tanggv gvsin ilan, ihan ninggun tanggv jakvnju nadan, honin emu minggan ilan tanggv,	左翼扎鲁特部俘获人三百三十三、牛六百八十七、羊一千三百；
aqara jalin tere yamji toktobume gisurefi, juwan jakvn -i qimari aqara de, han -i ebuhe ing qi emu ba -i dubede qaqari qafi han, beise qaqari be duleme okdofi iliha,	是夕，议定相见之礼。十八日晨，相见时，设行幄于御营一里外。汗及诸贝勒于行幄前立马以待，
bi miusihon jalingga oqi, amaga niyalma minqi geli jalingga miusihon ningge inu bi,	若臣邪佞，后人亦有更甚于臣之邪佞者，
suwe gene seme henduhe,	请尔等归去。
aqaqi gurun hvdun jirgambi,	和则国民速受其福，
ping r’ang de werihe qouha xadaha morin dorgi tulergi sula monggoso be saikan baiqame bargiyafi, doroi elehun beile sini emgi gajime jiu,	其留平壤之兵丁，羸弱马匹及内外闲散蒙古，当详加查验，由尔多罗安平贝勒携之来。
anai be, dalingho de iliha, jang douli de biyaluha seme tanggv xusiha tantaha,	阿鼐于大凌河之役，遇敌不出击，战张道台兵时又退缩，拟鞭责一百。
elqin juwe niyalma de nadan moqin buhe.	赐使者二人毛青布七。
ineku juwan juwe de, ginggun ijishvn wang, gvnin ijishvn wang, bodohonggo ijishvn wang qouha genembi seme jihe ildun de,	十二日，恭顺王、怀顺王、智顺王因出师入见，
tabqin genere de, fung xun qi unege baksi monggo -i qouha be morin turga, jai hoton de geli ai kemun seme bederebuhe bihe,	往略时，因巴克什乌讷格兵及蒙古兵马匹羸瘦，且城中需防不测，故令之还。
beki qouhai meiren -i janggin yungxun, ini gvsai xanggiyan holo -i kalka, afuni -i kalka, ere juwe kalka isibuhakv turgunde, tanggv xusiha tantara jalin de tanggv yan, weile -i juwe tanggv yan gaiha,	博奇超哈梅勒章京永顺，因其旗下尚间豁洛及阿福尼二人未携至盾，拟鞭一百，罚银百两折赎，另罚银二百两。
elqin jime jaka de mederi de genehe bihe, tuttu goidame tebuhe, gvwa umai akv.	使臣来时，适逢出海，是以久留，别无他事。”
suweleme genehe kubuhe fulgiyan -i narsai nirui hvsiri bithesi jafafi, fafun de alafi duileqi yargiyan ofi, doulan be tanggv xusiha tantafi xan oforo tokoho,	为前往搜索之镶红旗纳尔赛牛录下笔帖式胡西里拿获，告法司审实，道兰鞭一百、贯耳鼻、
suwe mini gisun be inu seme gvnifi beyei teile jiqi, tubai hafan be kemuni hafan, bai niyalma be kemuni bai niyalma,	尔等倘以我言为是，不论只身来归者或在彼为官者，仍令为官；为庶人者，仍令为庶人，
fan iugi de uji seme buhe,	内有生员一人、男丁七十二名、妇女十七口，获马二、牛二十四、驴二十一，
tede geren ambasa hebdefi jabume, emgeri hanqi jihe be dahame, baising de genefi nikan de dosifi umesi amba weile be mutebume yabuqi sain kai seme jabuha,	于是，诸臣集议，答曰：“此来已近明境，即赴拜兴地方，复入明境，以图大事为善也。”
suwe holtoqi, suweni qiha dere,	尔若有诈，则听尔便。
tere damu birai wargi be kiqeme, mini aisin wehei gese gisun be taxan obufi, wargi dubei bithe qouhai hafasai ambula be sarkv tuttu kai,	彼唯图河西，以我金石之言为虚，不知西地文武官员众多，
simbe juleri duin wei de uhereme sindahangge ai tusa,	授尔为前四卫总，何益哉。
tereqi gvwa weile ya be hendure,	余不胜枚举。
janggin -i gebu onggoi, unggadai, dalai, janggvtai, harabudai, bodo, bambuhai, noirtu,	呼毕勒图之四百家，编为八牛录，章京姓名：道图、巴勒噶苏、布对、土图海、巴珠、托阔库、翁安、特博里呼；
tere nikan be cui ing xi -i takvraha turgun,	崔应时遣汉人来报称：
gurun -i gege, hoxoi gege, doroi gege -i dahaha hehesi, yaya wang ni duka de ume ebure,	固伦格格、和硕格格、多罗格格之随侍妇人等至各王府门，无须下马，
te han -i jasihangge gosire xumin,	明廷遣官诱捕，臣已明知。
han de aqara de aldangga emu jergi hengkilehe,	遥拜一次，
doroi elehun beile de tusa arame aisilame, ujen ginggun mujilen be jafafi, ne banjire gurun de maktabume, amaga jalan de saixabume, hehe niyalmai mergen doro be akvmbu,	务持庄敬之心，辅助多罗安平贝勒。如是，则今人称颂，后世褒扬。当恪尽妇道，
tere ba -i monggo burulafi nikan -i jasei xurgei hoton de dosikabi seme alanjiha manggi,	该处蒙古人已逃入明境内杀虎口城等语。
mini amba weile efujembi seme gvnihakv bihe,	我之大事，未曾料其败也。
argina nirui hontoho janggin,	阿尔济纳系半个牛录章京，
abka gereme, sure han, geren beise ambasa be gaifi tangse de genefi, abka de ilan jergi niyakvrafi uyun jergi hengkilehe,	黎明，天聪汗率众贝勒大臣，诣堂子拜天，行三跪九叩礼。
amala biyaluhakv bade baha feye de bumbi,	视其之后未退缩时所中之伤赏之。
han amha de dorolohakv turgunde mimbe wasibuha,	因失礼于汗岳父，故见疏。
meni ba babe dailahangge, meni ba babe dailahangge, buyeme dailahangge waka,	我征讨各地，并非好战，
dashvwan ergi duin gvsade zung bing guwan hergen -i asan, jebele ergi duin gvsade canjiyang hergen -i lousa, beiguwan hergen -i tumsi be ejen arafi,	是日，命每牛录遣护军一名，
han -i iqi ergi de hvng baturu be tebuhe,	汗命洪巴图鲁坐于右，
iqe jakvn de, warka de qouba genehe ambasa be yabuha sain ebe be ilgafi, yabuha sain olji ambula baha seme xangname buhengge,	初八日，甄别出征瓦尔喀诸将功过。赏戮力行间，多所俘获者：
orin uyun de, emu xeubei tehe ma lan keu heqen be dahabuha,	二十九日，招降明守备驻守之马兰口城。
tere uthai gvwa bithei dorgi gisun kai,	是即别书之言也。
pan giya keu be dahabufi heqen -i ejen gin iu guwang, geren guquse be gajime han de hengkileme jihe,	招降潘家口，其城主金有光率众来叩见汗。时汗曰：
tere anggala, genehe emu niyalmai ergen ai hairan,	况去者一人之命，何惜哉。
ere uyun,	九也。
terei etuhe elbihe jibqa, foloho umiyesun, beri jebele be minde buhe,	麻总兵官之子率二人自蓟州来探，尽杀之，
tere inenggi, huhu hoton -i geren lama vmbu, han de aqanjiha,	是日，归化城喇嘛乌木布来见汗，
han -i gosime ujire de, be boude tefi, aibide bahafi baili isibure seme gvniha bihe,	“汗心如天，宥我应杀之身，加以豢养。
baitalara unde ofi hafan -i jurgan de mujilen bahabukv obuki seme gamaha be, jeku ku -i hafan qifun -i hafan gisurere jakade nakaha,	未见录用，又欲用为吏部启心郎，为管库官、收税官告揭乃止。
emu morin feye baha,	一马伤，
tede fujiyang mungtan, efujehe fujiyang tumburu, beiguwan doboi, gori hiya gaibuha,	两蓝旗兵临城下，下马步战，逼敌兵入壕，立于壕内之兵与城上之兵发炮射矢，两蓝旗兵乃退。
juwan de, hoton qi yafahan moringga qouha sunja tanggv isime tuqike be, kubuhe suwayan -i gvsai ejen darhan efu, jakvnju niyalma be gaifi, uthai gidafi, da de sunja niyalma be waha,	获马二十四。
jai ihan -i adun daliha beise ambasa wafi jeqi, balai ume wara,	至于管理牛群之贝勒大臣等，若杀而食之，亦勿滥杀，
uheri jakvn inenggi uleburengge buhe,	共拨给八日饲料。
jou seqi nakaki,	若不获准则罢。
lo ting de sikse gvsin de takvraha luwan jeu -i j’ijeu hafan nakaki sembi,	昨日，即三十日，遣往乐亭之滦州知州欲辞其职，
te -i juse be tuwaqi, hvdai ba be xurdeme hokorakv yabumbi,	观今之子弟，唯知游逛市井，
fosori nirui hontoho janggin,	佛索里系半个牛录章京，
juwe gurun udu bata dain ofi, juwe jeyen aqame fuyenume afara dain -i dulimba de elqin takvraha seme, takvraha elqin be waha doro biu,	即两国已成仇敌、兵刃相接之际，遣使来，亦无杀使者之理。
damu abka sakini,	唯天鉴之。
qegen -i gvsin bou, sonom -i tofohon bou be kamqibufi emu niru, janggin -i gebu tabuljin,	古穆八十家，以其五十家编为一牛录，章京姓名：宝达噶；
juwan niyalma be gaifi nikan de hvlhame genefi, nikan -i susai niyalma be uqarafi gidaha,	率十人袭击明兵，遇明兵五十人，击败之，
kubuhe xanggiyan -i kulu be guwebuhe turgun,	镶白旗库鲁免赏缘由：
te nikan be sini jasei dolo olhon de halburakv oqi, nikan be halburakv seme, wang deu sini bithe, i jeu de tere irgen, tuwakiyara qouha jiqi, meni qouha uthai waliyafi jikini,	今若拒绝明人入尔境内陆地，则王弟尔遣兵民赍尔拒绝明人入境之书来守义州。若遣兵民来守义州，我兵即行撤还。
dai yuwan amargi monggo bime aisin -i abkai fejergi be gaihabi,	大元乃北方蒙古而有金之天下，
dalingho hoton qi tuqike qouha be jai mudan dosika de jalan qi juleri dosika,	第二次战大凌河出城之兵时，先于甲喇进击。
beidere jurgan -i aliha amban souhai, langkiu, dorji efu, g’au hvng jung, meng kiyou fang,	刑部承政索海、郎球、多尔济额驸、高鸿中、孟乔芳，
qouha genehe beile se gashvme aqafi amasi bedereme jidere de, emu halai niyalma be sini banjiha deu seme holtome unggihe,	出征诸贝勒结盟已毕班师时，尔遣一同姓之人，诡称胞弟，
beye jiki seme gvnimbi,	意欲亲来，
tere hoton de baha ejehe boigon juxen gemu minde buhe,	于该城所获敕书、户口、诸申，尽赐之。
tere sarin de gungju -i jafaha ton, aisin -i dongmo emke, aisin -i qara emke, aisin -i tampin emke, hvba -i erihe emke, niquhe -i erihe emke, nomin -i erihe emke, xuru -i erihe emke,	玉素珠一、珍珠衫一、蟒缎二、妆缎二、龙缎衣三、倭缎衣二、三包袱氆氇三九、
gulu fulgiyan -i hai jeu de tehe fudai, liyeliyehun.	正红旗驻海州之人富岱、列列珲，
jai urehe jeku ume jetere, arki nure ume omire, ume jetere ume omire serengge, neneme musei genehe fonde balai jeke be safi, te gemu okto sindahabi sere,	再者，勿食熟粮，勿得饮酒，盖因前次出征时，见我军滥食情形，今闻皆已下药也。
gvsin yan menggun xangnaha,	赐银三十两。
mergen fujin, gurun -i hehe -i durun kai,	智贤福晋，乃国中闺范，
ombo -i orin bou, ergehei -i juwan ilan bou, sabu -i juwan nadan bou, ese emu niru, janggin -i gebu buduru,	鄂木布之二十家、额尔格黑之十三家、萨布之十七家，合编为一牛录，章京姓名：布都鲁；
han seule.	孙应时奉汗命答曰：
inggvldai, kvrqan, dahai, lungsi, sonin, muqengge be okdobufi gajiha,	庚午年七月初五日来报，四哥、五哥遣其伯父之子堂兄刘兴沛、千总一人及跟役二人前来。
wargi golo kokiraha efujehe be dahame, hvdaxaqi mutere dursun akv seme, hvdaxaki sehe gisun de lak seme aqabuhakv,	西路既已残破，视其情势，不堪贸易，故而未敢即应开市之请，
esei jergi baturu be, jai samhatu baturu be, jai yaya heqen de ujulame tafuka temgetulehe baturu sabe, gvwa heqen de ume afabure,	前已有旨，此等猛士与各城先登超众之勇士等，勿令再攻他城。
damu jingji mujilen -i abkai fejergi niyalmai baru inu emu mujilen,	但以诚心待天下之人，
kubuhe fulgiyan obondoi, minggan beile, kubuhe lamun -i ing ni qouhai teile julesi dosime,	城内之祖总兵官即率兵出城来攻南台。
ere gesengge julge te de akvngge kai,	此等情形，古今所未有也。
be tuqifi jidere de inggvldai, mafuta juwe amban -i buhe gurun -i bithe fempilehengge alimbaharakv akdun,	我等临行时，英古尔岱、马富塔二臣付以国书，封之甚固。
oboni de menggun orin yan,	鄂博尼银二十两；
uttu henduqi, geli jiderakv oqi, suweni aja, sargan, deu, juse be emke funqeburakv gemu wambi,	若如此言之，仍不来归，则尔等之母及妻子兄弟，无一留存，尽行诛之。
tai kadalara cui janggin, u ging dou be nimehe seme dere dasafi nure gamafi omire de, u ging dou jetere jeku akv sere jakade, cui janggin sain nure juwe malu, juwe sejen -i jeku be ini hojihon be benebuhe,	管台之崔章京，以吴景道有疾，治备酒宴，邀其宴饮，时吴景道声称家中已无食粮，崔章京即遣其婿往送美酒二瓶、食粮二车。
kubuhe xanggiyan -i gabsihiyan qouha be ubai gaifi, gi jeu -i jugvn de zu -i monggo -i emu minggan qouha dobori aqafi yarume, turgei, suna efu de isibufi emgi gidaha,	乌拜率镶白旗先锋兵，往蓟州途中夜遇祖部蒙古兵一千，诱至图尔格依、苏纳额驸处，合兵击败之。
turgei, suna efu, ubai gi jeu de zu -i qouha monggo -i teile emu minggan be gidaha,	图尔格依、苏纳额驸、乌拜在蓟州击败祖部蒙古兵一千，
jai nendehe han -i eifu, han -i mafari eifu de, fe an -i iten sindambi,	祭太祖列宗陵寝照旧用小牛。
tereqi nikan kiyou be douburakv afara jakade, geli julergi pu be efulefi duka de afanjiha manggi,	其后，因明兵阻击过桥，复毁南堡，攻至城门时。
sonin se jabume,	索尼等答曰：
nadan morin baha,	获马七。
susai hehe, orin morin, juwan jakvn ihan, usan -i morin be hahafi gajiha seme, jai jergi jalan -i janggin be uju jergi jalan -i janggin obuha,	获妇女五十口、马二十、牛十八，并得兀山之马以归。因擢二等甲喇章京为一等甲喇章京，
tumen hafan be tob seme obure, geren irgen be gosime ujire oqi, inenggidari han teki seme gisurehe seme abka wakalarakv,	果能正百官，抚养万民，即终日说当皇帝，天亦不见怪；
fuka nirui janggin jai emu hontoho,	福喀系一个半牛录章京，
sarin -i doroi geren beise susai nadan morin, sunja temen jafaha bihe,	诸贝勒以筵宴礼，进马五十七、驼五，
tere inenggi, sitangga, ubahai, musei ukanju be fargame genefi qahar -i karun sunja monggo be uqarafi gemu waha,	是日，西唐阿、乌巴海往追我逃人，遇察哈尔哨探蒙古人五名，俱杀之，
ereqi amasi uttu ainame ainame oqi ojorakv, niyengniyeri karu bithe be gamarakv de aibi,	彼等未携春季答书而去，何碍之有。
tere inenggi kubuhe lamun -i naige nirui tungse, ini sargan -i danqan hvda jihe sibe -i niyalma be kutule jafabufi gajihabi,	是日，镶蓝旗奈格牛录下佟色执一来其岳母家贸易之锡伯人携至，拟收养之。
baturu giyvn wang be beging ni xurdeme uheri juwan hoton gaifi, baha ulin be sejen de tebufi, emu inenggi tofohon ba orin ba yabume, zun hvwa -i teisu isinjihabi, tuqire inenggi be sarkv seme alanjiha.	“武英郡王等共克北京周围十城，载所获财物于车，日行十五至二十里，已至遵化一带，尚不知其出边日期。”
sirtai, niyahan, laisun, jangsiba, ere duin niyalma be ninggun aniya te seme amasi unggihe,	遣席尔泰、尼雅汉、赖荪、张十八等四人还，仍驻六年。
tere inenggi, zun hvwa qi qouha gidaha medehe alanjiha,	是日，自遵化来报败敌消息。
juwan emu de, han geren beise ambasa be gaifi abkai han -i sourin de weqehe, weqeme wajiha manggi, han amba sourin de tehe,	十一日，汗率诸贝勒大臣祭上帝神位毕，汗即大位。
tuttu gingguleme dorolome dobome wajiha manggi, weqere bithe be dorolon -i jurgan -i mujilen bahabukv kiqungge, abka -i sourin -i juleri niyakvrafi hvlaha,	供献行礼毕，礼部启心郎祁充格跪于上帝神位前读祝文。
ineku tere inenggi, simiyan -i heqen de emu gvsai emte amban be weri, tereqi bisire ambasa qouhai niyalma be orin duin de juranu seme dahai baksi be takvrafi unggihe.	是日，遣巴克什达海往谕曰：“命每旗留大臣一员守沈阳城，其余诸臣、军士务于二十四日启程。”
ere ilan elqin de kunesun ilan honin buhe.	并赐三使臣羊三，用作行粮。
kubuhe fulgiyan de goiha fujiyang sun ding liyou de susai haha, canjiyang duwan hiyo lii de tofohon haha, iugi tu yeng kiyan de juwan haha, liu u yuwan de juwan haha,	分隶镶红旗副将孙定辽名下男丁五十人、参将段学礼名下男丁十五人、游击涂应乾名下男丁十人、刘武元名下男丁十人；
suwe inu unenggi tondoi gisure,	尔等亦真诚言之。
hailun duin tanggv gvsin, suje nadanju uyun,	水獭皮四百三十、缎七十九。
tere inenggi, dalingho de takvraha gisun,	如是，则士卒均不畏死，愿效死于尔诸将之前也。”
aisin juwan yan, niquhe juwan yan, tasha yarha -i sukv juwan, lekerhi hailun -i sukv orin,	银壶一，银人杯一，玉杯二，
han -i hese, auhan naiman -i beise barin -i beise jarut -i beise, de unggihe,	初九日，致敖汉、奈曼、巴林、扎鲁特诸贝勒书曰：
tere niyalma de juwan yan menggun xangnaha.	赏彼银十两。
tese de unggihe bithei gisun,	至甜水站后，送与彼等一只羊。”谕毕遣之。
jai ninggun ihan, juwan honin -i yali,	又以六牛、十羊之肉及四壶酒具宴以献。
orin ilan de, kitanggor dabagan ehe ofi, han, juwe amba beile dabafi deduhe,	二十三日，因奇汤果尔岭险峻，汗与
suweni takvraha gisun be tuwame bi jabufi unggire,	据尔等之言，我再遣人致复。
geli hendume,	又云：
amala niyalma jafafi fonjiqi, dehi isime buqehe sere,	明兵溃败获其坠壕者十七人，杀之。
iugi hendume,	城内游击韩栋率从者一人偕张卫至。
tereqi enduringge han goidame tefi, genggiyen elhe boude wesike,	圣汗恭坐良久，始还清宁宫。
menggun -i moro emke, suje juwe, moqin juwan buhe.	银碗一、缎二、毛青布十。
ere giyansi -i gajiha nikan -i bithe be uthai unggihebi.	奸细携至之汉文书，即行遗往。
morin feye baha,	所乘马伤。
jurgan be ulhitele taqibure, deu jui -i gese gosire oqi,	若能晓之以理，爱之如子弟，
amba pengduwan juwan, quse juwan, ajige pengduwan juwan,	大缎五、大彭缎十、绸十、小彭缎十、
ere uheri nadan tanggv susai bou, juwan duin niru,	以上共七百五十家，十四牛录。
foloho jebele de beri niru sisihai, foloho loho emke, juwe suje, orin moqin, orin kiyan dambagu buhe,	插有弓箭雕花撒袋、镂花腰刀一、缎二、毛青布二十、烟二十刀。
gvsin ningguqi debtelin sure han -i sunjaqi aniya ilan biyaqi duin biyade isinahabi	不纳，悉却之。
tuttu oqi, meni qouhai morin ulebure ba be si jori sehe manggi, solho -i amban ilata duite tanggv boui ilan gaxan be joriha,	“夫若然，尔当指与我饲秣军马之地。”朝鲜大臣遂指与三屯，每屯约三四百户。
mini ujire ujirakv be suweni donjihakv aibi,	因我善养人，故人皆归附耳。
xi san xan qi ebsi, orin emu tai be efulehe,	并毁十三山以东台站二十一处，
tesei isinanggala dashvwan galai gulu lamun -i beile ajige taiji isinafi, alin be kafi, ninju niyalma be gemu wahabi,	尚未到彼，左翼正蓝旗贝勒及台吉阿济格先至并围山，尽斩其六十人，
jai xurdeme heqen de mejige gaiqi, qouha ajige ajige nonggimbi sembi,	侦探环城消息，闻其兵略有增加等语。
abka geli xahvrun edun dame, amba aga agame, qoko erin qi agahangge, indahvn erinde galaka,	遂以大捷竖纛鸣螺，汗率诸贝勒及领兵大臣拜天，行三跪九叩礼。
enduringge han deyere funghvwang ni leuse de jirgaha biqi, tolgin de gurun -i ejen fujin -i emgi xun dekdere baru geneqi, emu yamun bi,	圣汗御翔凤楼安寝，梦偕国君福晋东行，遇一衙门，
kitat taiji -i alban benjihe morin juwe, kutule juwe,	奇塔特台吉贡马二、跟役二人。
meni onggolo tung yuwan pu de tehe asan se donjifi, bata -i songko be bahafi fargame genehebi,	驻通远堡阿山等先于我等闻讯，即蹑迹追击。
qouhiyan gurun abka -i gosime buhe liyoudung ni ba -i niyalma be, daiming de obume bolire elbire, ini bade tebufi bele jeku bume, daiming de aisilame mimbe jing kiqere jakade,	朝鲜国乃为大明招诱，将上天赐我之辽东人民，留居其地，给以粮米，时常助明图我。
sunja honin be gaiha,	纳其五羊。
ese be juwe ergi de gala arame tebufi, duin ihan juwan ninggun honin wafi sarilaha,	礼毕，命坐于右。复命班迪、内齐、根杜尔、桑图、色特尔、达尔汉巴图鲁、额登等
u jeng gebungge niyalma xusai seme tuqike,	吴正因系秀才离差，
han hendume, uttu iqihiyara be somime, yaka monggo de benefi gerqilehe de jursu weile arambi.	汗曰：“如此办理，倘有隐匿或送于蒙古者，被举发时，加重治罪。”
ini gvsai ambasa qi fusihvn gemu sorson subuhe,	其本旗大臣以下亦命摘缨，
agesa aikabade hengkileki serahv,	“两兄出，恐欲叩谢。
abkai gamarangge gojime, minde daljakv,	天为之耳，与我何干。
jang douli -i suqungga kuren de muqengge -i sirame ilaqi jergi de dosifi beye juwe feye baha,	战张道台兵前队，随穆成格第三个冲入敌阵，身伤两处，
yala tere buyehe de aqabufi juwe gurun hvwaliyaka de, wang zi deng buqeqi inu jou,	诚合其愿，则两国修好，王子登虽死无憾，
suwe unenggi aqaki seqi, elqin takvra,	尔等诚欲和好，即遣使来。
tere inengg lo wen iui -i xeubei lii si’ lii dahame, alban -i ulin -i ton -i bithe gajime hengkileme jihe,	是日，罗文峪守备李思礼赍官库册籍来降，
ere uyun amban -i emgi tuqime dosime yabukini sehe.	着同此九人出入办事。
neneme xi fujiyang jihe de, zung bing guwan aqaki sehe bihe,	凡总兵官所欲之言将悉以告之。
jurqeqi wara weile.	违者论死。
lang wei weile -i jalin de sun de gung be gajifi fonjiqi, sun de gung bi sarkv sehe,	以郎位一案，传询孙得功，孙得功声言不知。
juwan ninggun de, oqir taiji de deji benjihe doroi han, beise yamun de isafi, qahar -i han be ehe, sure han de nikefi banjiki seme jifi, qahar han de qouha genefi niyalma waha, olji baha seme oqir hoxouqi seme gebu buhe,	十六日，汗与诸贝勒集于殿，鄂齐尔台吉因察哈尔汗不道，来投天聪汗，往征察哈尔，杀人并有俘获来献，赐号鄂齐尔和硕齐，
bi inu fujiyang ohobi,	仁兄今已晋为副将，
amba jui lii you, qiuwan jeu heqen de burulame genehe,	长子李耀遁往全州城。
juwe beile buhe etuku etume julergi leuse de genehe manggi, han, degelei taiji, jirgalang taiji, lungsi, kvrqan, dahai be hvlafi	两贝勒遂服所赐衣出，行至南楼下。汗谕德格类台吉、济尔哈朗台吉及龙什、库尔禅、达海等曰：
yaya weilengge taijisa, jasak -i taijisa -i gisun be gaijarakv oqi, sure han de wesimbumbi,	若索取大盗而不与，纵之脱逃，则如数罚窝主马百、驼十。
tere inenggi, jakvn gvsai jakvn niyalma sonin baksi be, simiyan de takvraha bithei gisun,	官员各赐马一。
dain oqi, yaya gurun gemu jobombi,	夫构兵则均受苦难，
amargiqi emu niyalma amqame jifi baime hendume, enduringge han ejen de, sure qin wang ihan emken gaji seme baimbi,	有一人自后追至，请曰： “颖亲王乞圣汗赐牛一”。
tede beile jili banjifi, amai qoqo si mimbe ainu xukilambi seme loho be homhon qi emu to isime tuqibuhe,	贝勒怒，曰：“爹个鸟，尔为何拳殴我耶。”遂拔刀出鞘有一扎长，
orin ilan de, jakvn gvsai nikan bithe taqibure xusai,	二十三日，八旗教习汉文生员：
tere inenggi, kvrqan baksi, ui jaisang, loxo nadan bithe be de xeng pu -i hafan de benehe,	是日，库尔禅巴克什、卫斋桑、罗硕执书七函送往德胜堡，
iqe jakvn de, gegen han -i hoton qi jurafi gvsin ba -i dubede julergi alin de deduhe,	初八日，自格根汗城启行，至城南三十里外山上驻营。
bou hvwa be tuwa sindahakv,	亦未焚其庐舍。
nikan de qouha fideme tuqire de, gvsai tanggvta qouha tuqimbi sehe bihe,	“汗谕土谢图汗：
mimbe qanggi ainu bakqin arafi gisurembi,	何独与我为敌耶。
lang wei menggun gaimbi seme, be lama, bou janggin, g’au janggin de sun de gung alaha yargiyan ofi,	郎位受贿一事，孙得功告于白喇嘛、鲍章京、高章京者是实。
ineku orin ninggun de, ming gurun -i ginjeu, ning yuwan -i golo, de qouha genehe hoxoi mergen qin wang, hoxoi erke qin wang qouha bederefi, i jeu -i golo be tuqifi jimbi seme kiqungge, subai mejige alanjime isinjiha.	尔多罗武英郡王、多罗饶余贝勒可率我梅勒章京以上及阵获各官，先至所约相见之处。”
gaihakv gemu bederebuhe.	以娶妻礼，献马八、驮甲胄马一、驼一，
gaxan -i boxokv,. gaxan -i fu efujehe babe dasarakv, hvlha be baiqarakv oqi, simbe hvlhai emde suwaliyambi,	如管堡拨什库有不修葺堡中倒塌之墙垣、不稽察盗贼者，则与贼同罪。
emken juwe tutafi waburahv,	恐遣一二人被杀也。
musei qouha jihe be saha,	彼等已获悉我军出征，
orin emu de, aru -i tai baturu beile isinjiha.	仍给还达尔玛迪。”
qorji -i juktehen -i abjinan de, miratu goulin goul, tourin goul de emu biyai kunesun, gvsai susai niyalma karun tuqimbi,	是日，西界哨卡敖汉部都棱庙之乌兰哈达迤东之二喀儿占、齐嫩河之霍尔呼、
tofohon de, tusiyetu han de emu morin de hokton -i xulihun burgiyen enggemu, foloho hadala kvdarhan tohohoi,	十五日，赐土谢图汗暖木尖头漆鞍、玲珑辔鞘马一、
giran be tuqibuhe seme han mimbe saixaha,	因夺回死尸，蒙汗嘉之。
han hese wasimbume, jurgan de afabuha ambasa bahanarakv sarkvngge ambula bi,	汗谕曰：“部臣未谙练者甚多，
zung bing guwan man gui, sun zu xeu, fujiyang canjiyang iugi gvsin funqeme, qiyanzung bazung be toloqi wajirakv gemu waha,	阵斩明总兵官满桂、孙祖寿、副将、参将、游击三十余人，千总、把总无数。
lokida de gequheri goksi emke, suje -i qamqi fakvri, xempi hafiraha gvlha de wase jibsihai, furdehe akv kamtu mahala emke,	罗奇达，蟒缎无肩朝衣一、缎长袄裤、加袜夹缝绿斜皮靴、无毛毡帽一、
olji gaiha.	夺其俘获。
giyamqan de lambai -i emgi helen jafame genefi, emu uksilehe niyalma be jafaha,	与拉木拜同往碱厂捉生，擒披甲人一。
si ume olhoro,	尔勿惊惧。
niruha enggemu hadala tohohoi morin emte,	绘鞍辔马一、
uyun se qi nikan bithe taqifi, manju bithe nikan bithe de ambula xu bihe,	自太祖至天聪六年，撰拟致明及朝鲜文院之书札，
simbe gosime kundulehe han ama urihe be donjihai, beyei gese juse ambasa be ainu unggihekv,	优遇尔之汗父升遐，尔既闻知，为何不遣亲信大臣子弟来吊。
qara aniya dung ging ni mafari miyou de weqeme gene seme abai age, babuhai be unggihe bihe,	前年遣阿拜阿哥与巴布海同往东京致祭祖庙，
tere be musei ajige taiji, xoto age gidafi qouha be waha,	选四千兵，由明副将二员及参将、游击六七员率领，于翌日晨来战。
beise -i boui ulgiyan udara niyalma hvda maktame bufi ergeleme gaiha de, tuhere an -i weile,	诸贝勒家人有强行买猪者，照例治罪。
beile amtalafi manggvltai beile de bufi omiha,	大贝勒稍饮后，转与莽古尔泰贝勒饮毕，
xan tokombi,	刺耳，
te jeqen -i amban ulame benjihe bithe be tuwafi sesulame goloho,	“今阅边臣转递之书，甚是惊讶。
emu eshen bihe,	巴都里，升半个备御为全备御之缘由：
